id,created_on,creator_id,topic
972,2011-05-26,52609,Fitness
975,2006-11-11,94427,Fitness
979,2014-07-17,41639,Fitness
985,2004-03-21,50774,Fitness
987,2014-07-17,61199,Fitness
993,2013-09-08,63307,Fitness
996,2013-06-15,32179,Fitness
1021,2004-09-15,77072,Fitness
1023,2009-06-02,31296,Fitness
1040,2003-10-30,42803,Fitness
1041,2015-10-23,34547,Fitness
1054,2015-11-28,39822,Fitness
1065,2015-08-16,10514,Fitness
1089,2012-10-03,76975,Fitness
1090,2000-12-29,98444,Fitness
1095,2015-08-22,42713,Fitness
1098,2005-01-09,4699,Fitness
1102,2015-10-12,93548,Fitness
1104,2015-12-17,35168,Fitness
1135,2015-12-04,18434,Fitness
1145,2009-04-26,83344,Fitness
1147,2006-09-03,5182,Fitness
1152,2014-01-27,62530,Fitness
1195,2014-10-22,4732,Fitness
1238,2007-07-12,46943,Fitness
1240,2012-04-13,36892,Fitness
1245,2007-07-14,21056,Fitness
1248,2007-09-17,54039,Fitness
1249,2015-12-10,30807,Fitness
1253,2015-01-30,56490,Fitness
1254,2008-12-01,351,Fitness
1259,2010-09-06,26051,Fitness
1265,2005-08-31,11128,Fitness
1279,2011-08-21,29768,Fitness
1288,2008-08-24,45880,Fitness
1291,2015-10-14,87329,Fitness
1292,2009-05-13,31187,Fitness
1300,2010-06-26,73397,Fitness
1322,2007-07-01,12940,Fitness
1324,2006-11-22,58113,Fitness
1327,2013-09-26,63555,Fitness
1328,2014-06-26,96283,Fitness
1341,2013-12-06,65906,Fitness
1345,2007-08-16,31919,Fitness
1360,2014-01-02,38593,Fitness
1364,2012-09-22,34304,Fitness
1383,2012-06-30,53663,Fitness
1386,2006-05-05,32102,Fitness
1401,2013-07-25,66358,Fitness
1439,2014-06-16,69330,Fitness
1463,2006-05-19,72129,Fitness
1464,2014-02-26,16033,Fitness
1475,2012-06-18,32791,Fitness
1512,2015-08-06,54815,Fitness
1521,2015-12-06,30229,Fitness
1538,2014-05-11,28105,Fitness
1543,2011-07-10,8839,Fitness
1611,2007-04-23,91318,Fitness
1615,2006-01-22,63404,Fitness
1638,2006-12-23,18218,Fitness
1651,2015-06-17,20421,Fitness
1659,2015-04-19,45060,Fitness
1693,2015-04-06,12637,Fitness
1697,2012-09-26,73316,Fitness
1699,2012-08-27,59818,Fitness
1711,2007-06-27,28977,Fitness
1720,2014-02-12,73351,Fitness
1733,2010-08-05,39921,Fitness
1735,2015-08-23,93575,Fitness
1749,2015-11-20,41493,Fitness
1757,2014-09-29,65105,Fitness
1759,2014-01-30,18751,Fitness
1769,2013-08-20,45986,Fitness
1770,2013-12-17,80630,Fitness
1778,2015-12-05,96969,Fitness
1800,2003-06-10,58443,Fitness
1805,2015-01-21,58363,Fitness
1843,2011-09-27,13943,Fitness
1847,2015-10-06,76034,Fitness
1853,2014-12-22,89608,Fitness
1856,2015-03-19,76645,Fitness
1873,2014-08-21,3943,Fitness
1875,2015-04-09,56708,Fitness
1887,2003-04-06,6990,Fitness
1903,2015-12-04,87456,Fitness
1905,2009-04-23,8752,Fitness
1908,2014-06-02,46331,Fitness
1916,2013-11-21,10552,Fitness
1922,2011-12-06,18187,Fitness
1942,2001-12-22,56298,Fitness
1956,2014-11-20,12950,Fitness
1972,2011-03-28,99408,Fitness
1976,2008-12-15,41686,Fitness
1979,2004-06-13,7459,Fitness
2012,2000-08-01,93158,Fitness
2022,2015-10-05,74518,Fitness
2032,2015-08-01,20666,Fitness
2042,2007-06-16,72035,Fitness
2053,2007-07-27,44708,Fitness
2058,2007-09-17,2867,Fitness
2064,2008-11-02,96577,Fitness
2070,2011-03-10,82115,Fitness
2081,2015-06-25,6971,Fitness
2086,2011-02-22,81780,Fitness
2089,2007-07-20,5164,Fitness
2095,2015-10-31,76914,Fitness
2100,2013-04-07,34569,Fitness
2110,2011-05-09,93426,Fitness
2112,2005-01-21,35306,Fitness
2122,2015-12-03,54677,Fitness
2155,2004-11-16,90062,Fitness
2157,2012-04-15,75687,Fitness
2170,2015-12-21,56644,Fitness
2175,2010-03-11,82022,Fitness
2181,2015-11-29,74788,Fitness
2189,2009-08-29,73154,Fitness
2205,2014-04-29,14313,Fitness
2233,2009-05-08,65826,Fitness
2236,2014-09-28,42390,Fitness
2240,2014-09-18,31207,Fitness
2263,2013-07-01,476,Fitness
2269,2011-04-29,61793,Fitness
2284,2015-09-09,39212,Fitness
2296,2015-12-11,58398,Fitness
2314,2015-06-15,50468,Fitness
2324,2013-01-04,32352,Fitness
2328,2015-09-11,39142,Fitness
2352,2009-06-15,43085,Fitness
2369,2011-03-03,56924,Fitness
2402,2014-09-23,55116,Fitness
2412,2013-01-01,59525,Fitness
2415,2006-06-04,9904,Fitness
2419,2013-05-11,83689,Fitness
2425,2011-11-08,44474,Fitness
2465,2015-03-27,5795,Fitness
2469,2015-10-14,47938,Fitness
2474,2014-08-12,43201,Fitness
2483,2004-09-29,64858,Fitness
2486,2013-10-05,86029,Fitness
2487,2015-11-07,24684,Fitness
2508,2007-06-15,82407,Fitness
2512,2014-10-18,20707,Fitness
2532,2011-11-29,43506,Fitness
2536,2011-10-28,59872,Fitness
2537,2014-06-01,10764,Fitness
2540,2002-01-08,61455,Fitness
2550,2013-01-24,83422,Fitness
2551,2005-08-21,50947,Fitness
2559,2007-06-10,34413,Fitness
2593,2013-06-21,10016,Fitness
2640,2014-09-02,94113,Fitness
2674,2015-07-29,59479,Fitness
2684,2005-06-17,16612,Fitness
2689,2015-09-03,45283,Fitness
2694,2014-04-07,24630,Fitness
2695,2006-07-30,89739,Fitness
2696,2014-04-06,80000,Fitness
2699,2012-06-07,68902,Fitness
2702,2009-12-30,34649,Fitness
2711,2009-10-19,22442,Fitness
2722,2006-12-28,95184,Fitness
2723,2014-01-01,26010,Fitness
2747,2015-01-04,14581,Fitness
2749,2011-05-22,17965,Fitness
2756,2001-08-01,79535,Fitness
2774,2011-01-28,77417,Fitness
2796,2012-03-22,32795,Fitness
2797,2015-05-06,9260,Fitness
2799,2011-05-07,54066,Fitness
2808,2013-08-01,11111,Fitness
2818,2014-02-02,38075,Fitness
2831,2010-03-30,23981,Fitness
2840,2014-02-21,58593,Fitness
2842,2003-10-06,39959,Fitness
2880,2011-07-19,62889,Fitness
2896,2011-09-25,15986,Fitness
2903,2013-03-12,62598,Fitness
2939,2008-03-01,95373,Fitness
2950,2012-05-12,72229,Fitness
2956,2013-06-28,33179,Fitness
2957,2012-09-16,1608,Fitness
2964,2005-12-09,40487,Fitness
2971,2011-12-10,6044,Fitness
2977,2008-12-21,86880,Fitness
2981,2007-04-03,48359,Fitness
2989,2010-12-06,53493,Fitness
2993,2002-08-07,29507,Fitness
3005,2010-01-17,10624,Fitness
3010,2014-11-12,44170,Fitness
3043,2010-10-08,88835,Fitness
3045,2014-10-23,81790,Fitness
3046,2015-07-29,17071,Fitness
3049,2015-10-13,43014,Fitness
3051,2007-10-19,76411,Fitness
3062,2014-08-24,4387,Fitness
3065,2014-04-19,17930,Fitness
3066,2011-11-30,94883,Fitness
3081,2011-07-17,12137,Fitness
3086,2007-03-20,33152,Fitness
3130,2009-04-10,84797,Fitness
3149,2001-08-23,91608,Fitness
3213,2009-02-03,54842,Fitness
3222,2013-11-29,78029,Fitness
3239,2013-09-08,32808,Fitness
3244,2012-06-10,76044,Fitness
3271,2009-04-08,59530,Fitness
3274,2011-10-19,20406,Fitness
3284,2015-07-18,30996,Fitness
3288,2007-05-09,24442,Fitness
3294,2010-03-07,69412,Fitness
3312,2015-07-30,49226,Fitness
3318,2014-03-26,16018,Fitness
3329,2009-12-16,20654,Fitness
3343,2005-03-06,27096,Fitness
3344,2015-07-18,84318,Fitness
3386,2014-06-24,60419,Fitness
3388,2009-01-17,50208,Fitness
3391,2010-11-26,94259,Fitness
3395,2014-04-16,73221,Fitness
3404,2013-11-14,4106,Fitness
3406,2015-11-26,899,Fitness
3407,2015-06-09,33556,Fitness
3410,2004-11-21,6969,Fitness
3425,2006-01-05,37556,Fitness
3427,2013-07-29,96597,Fitness
3441,2015-11-16,8973,Fitness
3449,2010-12-07,14527,Fitness
3477,2015-11-18,12065,Fitness
3480,2005-09-30,15649,Fitness
3492,2015-08-13,76649,Fitness
3500,2009-10-25,54941,Fitness
3506,2009-01-28,58408,Fitness
3508,2011-02-14,3806,Fitness
3516,2015-12-12,80020,Fitness
3528,2014-07-21,59487,Fitness
3531,2014-06-19,31020,Fitness
3547,2014-02-16,51704,Fitness
3597,2015-10-27,13539,Fitness
3608,2006-10-19,4887,Fitness
3630,2010-01-05,1907,Fitness
3632,2012-09-14,50464,Fitness
3641,2012-03-16,52860,Fitness
3642,2012-02-08,12817,Fitness
3651,2015-09-15,45050,Fitness
3653,2010-02-17,98405,Fitness
3661,2009-06-12,22352,Fitness
3674,2010-02-20,2698,Fitness
3676,2015-11-25,53522,Fitness
3689,2015-08-24,14194,Fitness
3691,2013-04-04,82683,Fitness
3693,2010-05-27,90451,Fitness
3722,2012-04-28,22116,Fitness
3731,2015-12-30,28885,Fitness
3765,2003-10-29,90571,Fitness
3814,2013-02-20,15149,Fitness
3828,2006-01-14,79498,Fitness
3839,2013-08-09,65529,Fitness
3863,2011-05-13,81810,Fitness
3866,2012-03-03,17723,Fitness
3874,2015-11-11,33359,Fitness
3879,2014-03-21,79038,Fitness
3881,2015-09-27,41647,Fitness
3912,2015-06-11,4739,Fitness
3915,2014-05-20,93133,Fitness
3916,2015-10-07,53487,Fitness
3925,2014-10-10,84029,Fitness
3941,2011-12-19,47498,Fitness
4004,2013-12-27,12176,Fitness
4024,2014-04-21,64364,Fitness
4029,2012-04-04,70877,Fitness
4033,2015-01-14,76508,Fitness
4044,2013-05-26,58797,Fitness
4061,2013-08-19,86519,Fitness
4065,2015-11-23,82544,Fitness
4078,2004-02-26,92903,Fitness
4079,2010-12-17,92003,Fitness
4085,2009-08-02,42695,Fitness
4103,2014-09-04,56442,Fitness
4107,2012-01-06,33564,Fitness
4114,2015-12-04,65092,Fitness
4115,2008-08-15,14751,Fitness
4119,2005-12-09,29116,Fitness
4170,2015-07-17,69319,Fitness
4174,2014-01-05,56933,Fitness
4182,2015-10-24,4688,Fitness
4184,2015-10-21,96016,Fitness
4191,2015-06-05,80624,Fitness
4192,2006-05-05,72621,Fitness
4202,2015-11-01,99107,Fitness
4203,2006-12-21,23232,Fitness
4214,2015-01-06,24524,Fitness
4231,2010-07-30,9186,Fitness
4259,2014-08-23,77746,Fitness
4261,2012-01-20,34079,Fitness
4269,2011-06-09,45778,Fitness
4280,2007-08-26,54041,Fitness
4283,2007-10-23,65766,Fitness
4288,2014-10-02,28817,Fitness
4295,2011-07-23,29422,Fitness
4366,2013-08-07,9087,Fitness
4378,2007-10-16,39075,Fitness
4386,2015-12-01,74509,Fitness
4398,2014-07-04,50737,Fitness
4399,2015-08-04,34352,Fitness
4408,2012-06-12,70803,Fitness
4410,2015-12-30,1277,Fitness
4417,2015-02-04,30737,Fitness
4424,2012-10-09,29375,Fitness
4440,2014-09-09,34526,Fitness
4442,2014-01-01,77440,Fitness
4462,2014-11-19,85531,Fitness
4469,2015-12-13,87098,Fitness
4483,2014-05-19,17972,Fitness
4497,2011-11-06,3626,Fitness
4501,2012-06-30,71439,Fitness
4520,2015-04-07,9886,Fitness
4525,2014-10-07,1341,Fitness
4534,2015-06-22,22646,Fitness
4554,2015-01-02,65372,Fitness
4560,2015-03-25,60248,Fitness
4570,2013-09-13,15009,Fitness
4571,2010-02-18,16100,Fitness
4575,2015-12-17,55796,Fitness
4579,2015-05-09,19039,Fitness
4582,2015-12-28,72540,Fitness
4595,2004-06-23,85086,Fitness
4600,2008-03-18,97889,Fitness
4621,2015-11-06,21194,Fitness
4630,2015-06-28,56124,Fitness
4634,2011-10-21,67686,Fitness
4648,2012-10-05,30110,Fitness
4658,2015-12-18,99203,Fitness
4660,2014-06-03,74261,Fitness
4667,2008-03-04,81372,Fitness
4669,2013-06-25,38004,Fitness
4673,2012-03-27,3375,Fitness
4675,2012-07-12,47881,Fitness
4679,2014-08-11,82310,Fitness
4682,2011-06-04,65734,Fitness
4687,2010-06-10,78604,Fitness
4700,2010-12-01,83242,Fitness
4752,2013-08-04,99469,Fitness
4757,2011-03-25,62071,Fitness
4761,2013-04-25,46683,Fitness
4765,2005-06-03,17470,Fitness
4768,2014-05-25,7547,Fitness
4778,2015-07-19,63752,Fitness
4783,2014-11-18,36128,Fitness
4788,2009-01-09,28298,Fitness
4796,2015-10-13,19597,Fitness
4802,2003-05-14,78436,Fitness
4810,2015-03-26,19962,Fitness
4832,2015-12-28,53963,Fitness
4836,2008-08-25,18108,Fitness
4847,2012-10-24,73895,Fitness
4863,2012-05-30,2303,Fitness
4870,2013-05-20,20190,Fitness
4872,2014-07-19,94123,Fitness
4873,2015-04-06,64914,Fitness
4882,2009-06-05,56086,Fitness
4886,2015-06-29,83193,Fitness
4891,2014-07-04,93241,Fitness
4895,2012-12-30,42313,Fitness
4927,2007-02-24,56626,Fitness
4947,2013-08-10,39513,Fitness
4951,2014-04-25,38982,Fitness
4961,2014-03-20,79831,Fitness
4971,2003-04-19,2606,Fitness
4983,2014-06-28,49084,Fitness
4986,2015-09-29,85111,Fitness
4987,2011-09-23,14897,Fitness
4999,2015-01-06,61248,Fitness
5015,2015-10-22,20614,Fitness
5020,2014-09-16,31542,Fitness
5028,2012-10-21,88995,Fitness
5031,2014-12-31,88866,Fitness
5034,2002-01-09,75754,Fitness
5039,2009-01-21,32482,Fitness
5053,2015-07-15,26911,Fitness
5082,2010-05-26,7403,Fitness
5083,2013-01-08,49536,Fitness
5085,2012-03-27,39445,Fitness
5086,2013-03-22,3212,Fitness
5089,2015-01-08,14896,Fitness
5091,2012-06-18,5265,Fitness
5096,2011-04-30,16580,Fitness
5097,2014-03-09,12397,Fitness
5116,2007-12-31,4872,Fitness
5143,2015-02-22,51785,Fitness
5151,2010-10-16,25257,Fitness
5164,2006-09-25,49558,Fitness
5167,2013-05-13,41594,Fitness
5175,2005-12-30,75680,Fitness
5180,2008-06-13,12518,Fitness
5196,2009-04-04,31460,Fitness
5197,2011-08-25,54484,Fitness
5198,2003-09-20,13023,Fitness
5219,2014-11-14,55038,Fitness
5223,2013-07-08,25089,Fitness
5240,2010-01-28,18036,Fitness
5246,2008-12-13,55005,Fitness
5248,2011-09-02,9816,Fitness
5261,2013-05-26,69260,Fitness
5283,2008-01-03,15199,Fitness
5299,2010-02-16,77304,Fitness
5316,2012-11-04,33811,Fitness
5321,2013-08-26,90389,Fitness
5346,2015-03-31,92462,Fitness
5357,2015-11-23,85251,Fitness
5378,2014-09-06,39366,Fitness
5404,2013-03-28,96940,Fitness
5409,2012-05-13,77074,Fitness
5415,2013-05-27,65963,Fitness
5416,2015-11-18,80405,Fitness
5423,2015-10-09,45656,Fitness
5430,2013-06-20,96580,Fitness
5442,2015-12-11,96776,Fitness
5463,2015-02-27,70395,Fitness
5472,2006-05-12,96251,Fitness
5474,2010-12-08,69746,Fitness
5480,2015-01-15,41628,Fitness
5487,2007-09-05,96095,Fitness
5507,2012-09-03,11324,Fitness
5514,2015-03-10,99868,Fitness
5517,2010-05-12,1469,Fitness
5524,2013-03-04,23443,Fitness
5549,2012-02-14,74179,Fitness
5557,2008-02-11,36482,Fitness
5575,2011-01-14,92440,Fitness
5576,2015-09-09,579,Fitness
5580,2011-03-01,70583,Fitness
5592,2015-06-19,2009,Fitness
5596,2010-09-10,51444,Fitness
5599,2013-12-20,45306,Fitness
5602,2015-06-21,7744,Fitness
5643,2013-08-06,27208,Fitness
5648,2006-08-21,58186,Fitness
5661,2011-01-30,7114,Fitness
5676,2012-06-20,19278,Fitness
5677,2013-10-10,91329,Fitness
5681,2007-05-23,76579,Fitness
5682,2010-08-17,76654,Fitness
5684,2005-09-03,71771,Fitness
5689,2009-10-18,19731,Fitness
5715,2015-07-21,36896,Fitness
5721,2013-06-10,90344,Fitness
5723,2015-04-09,67155,Fitness
5739,2011-05-19,28875,Fitness
5754,2009-08-24,70645,Fitness
5756,2010-06-07,56177,Fitness
5772,2012-07-30,34942,Fitness
5777,2015-05-18,1001,Fitness
5787,2012-01-29,98201,Fitness
5788,2015-07-18,84443,Fitness
5792,2015-08-19,65829,Fitness
5796,2015-12-13,12305,Fitness
5797,2007-02-21,63205,Fitness
5804,2003-12-27,87966,Fitness
5807,2015-01-16,87287,Fitness
5822,2015-01-06,50178,Fitness
5849,2012-11-14,99673,Fitness
5865,2009-11-05,11879,Fitness
5875,2012-08-23,93192,Fitness
5890,2005-07-07,32220,Fitness
5895,2009-08-28,63993,Fitness
5908,2006-01-28,9445,Fitness
5917,2014-09-24,6533,Fitness
5920,2015-02-02,60623,Fitness
5931,2015-02-05,59236,Fitness
5934,2009-06-22,33818,Fitness
5936,2009-05-28,94166,Fitness
5970,2012-05-29,80380,Fitness
5982,2006-05-06,43440,Fitness
5986,2011-07-05,55750,Fitness
5989,2002-06-16,54710,Fitness
5998,2011-04-05,2912,Fitness
6005,2015-09-17,37043,Fitness
6016,2009-01-11,27132,Fitness
6035,2013-08-24,67544,Fitness
6037,2015-01-28,95958,Fitness
6051,2015-03-07,20960,Fitness
6052,2009-10-30,57520,Fitness
6056,2011-05-04,71356,Fitness
6062,2015-09-13,8697,Fitness
6065,2014-03-27,50517,Fitness
6074,2007-01-06,67708,Fitness
6085,2011-02-22,2652,Fitness
6098,2011-06-10,54113,Fitness
6133,2013-05-11,16835,Fitness
6158,2008-01-17,49164,Fitness
6163,2014-09-20,21525,Fitness
6173,2002-02-11,62824,Fitness
6176,2013-12-06,94945,Fitness
6182,2013-11-13,42370,Fitness
6186,2015-03-17,19039,Fitness
6191,2015-09-19,50241,Fitness
6196,2013-12-16,38382,Fitness
6201,2015-11-30,70744,Fitness
6215,2004-08-25,78060,Fitness
6225,2015-04-24,19086,Fitness
6229,2003-10-31,57930,Fitness
6236,2014-08-28,39761,Fitness
6239,2004-05-27,2214,Fitness
6247,2010-05-07,7044,Fitness
6254,2011-08-14,43698,Fitness
6283,2009-04-10,69332,Fitness
6284,2015-02-11,42772,Fitness
6288,2009-03-31,78045,Fitness
6299,2009-08-15,63984,Fitness
6301,2011-09-18,44401,Fitness
6302,2007-01-19,71053,Fitness
6304,2014-04-04,85130,Fitness
6315,2007-06-16,49479,Fitness
6333,2008-08-28,82228,Fitness
6335,2011-12-30,1709,Fitness
6337,2015-09-13,12327,Fitness
6339,2012-12-10,26490,Fitness
6352,2013-01-14,42122,Fitness
6359,2014-07-07,41743,Fitness
6363,2014-05-25,24049,Fitness
6384,2015-12-25,67298,Fitness
6397,2014-07-03,36805,Fitness
6408,2015-11-17,26707,Fitness
6409,2015-11-17,89132,Fitness
6431,2015-07-17,17278,Fitness
6458,2008-09-10,82141,Fitness
6475,2009-07-03,77860,Fitness
6484,2015-12-15,89940,Fitness
6485,2015-12-12,35792,Fitness
6501,2007-09-09,91799,Fitness
6518,2015-07-28,44244,Fitness
6520,2010-07-19,4457,Fitness
6544,2011-02-16,49553,Fitness
6552,2014-07-14,69305,Fitness
6580,2014-09-30,51733,Fitness
6584,2010-04-10,14664,Fitness
6590,2014-08-21,67982,Fitness
6603,2012-03-06,53230,Fitness
6613,2004-10-26,53946,Fitness
6628,2014-09-27,37316,Fitness
6651,2015-10-16,52782,Fitness
6662,2014-01-26,5763,Fitness
6668,2010-03-13,59670,Fitness
6674,2004-09-24,54819,Fitness
6676,2008-09-11,25398,Fitness
6725,2009-09-09,72839,Fitness
6726,2012-12-13,49458,Fitness
6736,2010-07-20,54982,Fitness
6747,2015-06-25,50618,Fitness
6750,2015-12-20,32550,Fitness
6772,2015-06-27,91063,Fitness
6809,2012-12-31,47271,Fitness
6811,2007-07-13,30984,Fitness
6813,2008-04-18,32919,Fitness
6820,2012-01-12,68925,Fitness
6826,2007-03-11,7252,Fitness
6835,2012-12-31,61577,Fitness
6837,2015-02-10,66507,Fitness
6847,2010-07-29,24806,Fitness
6854,2014-09-06,7815,Fitness
6857,2015-04-30,47187,Fitness
6866,2010-04-23,18896,Fitness
6894,2014-04-17,8782,Fitness
6900,2013-11-13,81633,Fitness
6902,2015-03-06,96920,Fitness
6932,2015-09-26,41431,Fitness
6933,2011-10-15,4368,Fitness
6940,2012-07-22,62918,Fitness
6944,2015-10-20,10537,Fitness
6950,2015-11-03,87735,Fitness
6952,2006-08-31,61115,Fitness
6956,2013-07-01,50056,Fitness
6968,2009-01-17,81425,Fitness
6975,2015-12-25,82037,Fitness
7000,2015-03-04,80686,Fitness
7012,2008-02-03,8372,Fitness
7017,2009-12-27,96440,Fitness
7037,2014-10-03,52559,Fitness
7064,2003-06-16,73700,Fitness
7070,2015-11-29,75418,Fitness
7075,2013-02-07,63196,Fitness
7095,2007-10-15,63312,Fitness
7138,2004-08-07,90549,Fitness
7163,2015-10-05,75459,Fitness
7175,2010-05-18,60373,Fitness
7181,2014-11-11,59599,Fitness
7185,2015-11-25,66598,Fitness
7192,2015-11-12,82527,Fitness
7193,2015-11-17,93998,Fitness
7197,2015-07-21,99204,Fitness
7201,2015-02-02,36607,Fitness
7209,2013-07-10,77868,Fitness
7214,2015-11-24,58354,Fitness
7218,2015-08-09,92398,Fitness
7286,2004-10-04,83190,Fitness
7326,2002-03-15,51236,Fitness
7352,2010-04-09,35795,Fitness
7359,2004-02-07,79006,Fitness
7365,2011-07-25,59036,Fitness
7377,2012-02-05,64860,Fitness
7390,2011-05-04,40668,Fitness
7391,2015-08-19,45744,Fitness
7394,2015-07-29,87007,Fitness
7395,2008-04-27,8718,Fitness
7411,2011-05-01,42709,Fitness
7437,2015-12-13,23500,Fitness
7446,2007-11-01,85804,Fitness
7453,2007-07-23,98351,Fitness
7455,2015-10-15,30347,Fitness
7471,2013-05-11,4199,Fitness
7480,2012-09-11,68189,Fitness
7507,2014-07-16,58826,Fitness
7515,2014-08-18,21228,Fitness
7519,2011-09-10,38141,Fitness
7523,2015-12-22,90224,Fitness
7534,2011-08-14,13541,Fitness
7545,2013-09-11,66560,Fitness
7573,2007-10-25,11837,Fitness
7574,2013-04-14,41841,Fitness
7579,2015-08-31,42279,Fitness
7589,2007-07-22,84673,Fitness
7600,2015-09-10,39301,Fitness
7619,2011-12-05,40218,Fitness
7627,2015-05-03,10507,Fitness
7638,2013-07-15,48144,Fitness
7641,2002-11-18,76013,Fitness
7644,2015-12-18,52019,Fitness
7646,2011-03-08,95896,Fitness
7661,2014-03-04,88231,Fitness
7665,2013-06-25,97200,Fitness
7669,2012-11-17,78004,Fitness
7670,2014-09-22,26958,Fitness
7673,2012-11-24,78843,Fitness
7688,2011-05-05,8208,Fitness
7705,2011-04-06,30009,Fitness
7706,2014-04-27,58362,Fitness
7707,2013-06-12,5650,Fitness
7718,2014-05-02,12308,Fitness
7736,2014-04-11,12431,Fitness
7746,2004-09-13,50387,Fitness
7773,2014-11-12,33004,Fitness
7776,2015-02-24,71819,Fitness
7816,2014-11-01,35057,Fitness
7831,2011-11-19,18336,Fitness
7849,2015-06-14,22647,Fitness
7863,2015-10-11,21103,Fitness
7864,2015-10-30,98263,Fitness
7890,2008-03-13,74751,Fitness
7895,2014-07-22,47572,Fitness
7914,2015-12-29,43487,Fitness
7916,2014-04-11,53143,Fitness
7919,2010-04-30,18309,Fitness
7940,2008-08-10,46569,Fitness
7942,2014-06-12,91172,Fitness
7945,2013-02-09,67493,Fitness
7951,2015-10-04,98217,Fitness
7979,2015-04-11,86711,Fitness
7986,2010-06-12,90570,Fitness
7989,2010-03-01,21927,Fitness
7993,2014-03-09,92837,Fitness
7994,2010-06-29,93733,Fitness
7996,2008-01-11,58429,Fitness
8005,2012-09-08,21564,Fitness
8020,2013-09-02,97883,Fitness
8027,2014-12-13,78751,Fitness
8029,2015-05-13,73473,Fitness
8036,2013-03-15,98617,Fitness
8038,2003-12-11,7148,Fitness
8044,2009-10-31,28933,Fitness
8045,2014-06-24,90918,Fitness
8054,2012-07-07,62496,Fitness
8064,2015-10-31,78312,Fitness
8066,2015-03-04,88933,Fitness
8091,2008-09-22,38351,Fitness
8101,2008-01-08,30102,Fitness
8102,2015-12-22,10857,Fitness
8111,2015-03-12,54184,Fitness
8115,2014-02-19,62681,Fitness
8136,2012-09-10,77105,Fitness
8139,2011-09-05,62426,Fitness
8146,2014-09-26,10303,Fitness
8153,2014-10-20,54244,Fitness
8169,2015-10-26,76804,Fitness
8174,2015-05-12,26453,Fitness
8181,2014-08-08,24506,Fitness
8207,2007-10-04,77394,Fitness
8239,2015-03-25,80240,Fitness
8248,2015-07-12,13131,Fitness
8256,2011-10-26,71269,Fitness
8259,2011-11-06,6601,Fitness
