id,created_on,creator_id,topic_id
96,2008-07-20,43853,10
97,2015-07-22,15374,4
98,2015-08-08,73039,5
99,2015-01-28,67503,8
100,2015-05-10,99790,10
101,2003-05-05,51374,8
102,2008-04-21,10860,8
103,2002-04-26,20522,10
104,2014-05-15,65934,2
105,2012-09-28,79273,8
106,2015-11-21,41997,3
107,2014-06-12,34204,3
108,2015-08-20,70026,6
109,2014-02-09,29920,9
110,2015-11-12,65535,3
111,2013-09-23,86945,9
112,2007-08-11,1744,8
113,2010-10-15,95961,5
114,2011-02-28,19552,1
115,2015-08-20,89047,2
116,2005-08-31,4511,6
117,2014-09-20,13466,2
118,2010-12-17,87329,10
119,2013-04-19,252,6
120,2005-02-17,1738,7
121,2010-11-05,92844,7
122,2009-08-28,95622,2
123,2008-12-31,91667,10
124,2015-07-10,33717,7
125,2007-10-31,15992,9
126,2002-04-30,40899,1
127,2009-09-09,93920,7
128,2007-07-31,1238,3
129,2013-12-30,20045,10
130,2013-09-12,59616,2
131,2012-07-07,99335,2
132,2012-04-20,40373,5
133,2014-09-13,70296,10
134,2011-10-31,46358,1
135,2015-04-25,14864,7
136,2014-12-27,92332,2
137,2014-11-02,33769,6
138,2004-07-03,78192,2
139,2014-09-13,13381,4
140,2015-10-10,96646,9
141,2015-12-06,84660,4
142,2015-09-03,15978,6
143,2014-04-21,28274,1
144,2009-09-25,85571,6
145,2015-02-13,33741,4
146,2014-07-23,38837,5
147,2015-12-13,7076,10
148,2012-04-07,85587,1
149,2012-07-29,19210,2
150,2015-04-15,88656,7
151,2015-04-17,40138,5
152,2008-05-05,69686,4
153,2013-09-15,50821,9
154,2013-01-29,72016,1
155,2015-01-02,41527,10
156,2015-08-17,59298,6
157,2015-02-27,11607,7
158,2014-11-09,43672,5
159,2013-03-15,79517,10
160,2015-08-12,59132,7
161,2011-02-05,53694,7
162,2006-02-17,41825,9
163,2011-05-04,61586,7
164,2015-01-30,30205,1
165,2015-11-04,89143,2
166,2011-11-16,71347,10
167,2007-04-30,51630,5
168,2015-07-21,46830,7
169,2014-06-29,94307,2
170,2003-04-09,94314,5
171,2014-05-13,23947,6
172,2005-05-22,48203,9
173,2008-02-08,42502,10
174,2010-05-04,54769,2
175,2010-02-05,12931,10
176,2012-03-23,97508,4
177,2012-01-29,35491,1
178,2009-04-19,73225,10
179,2007-05-16,18261,2
180,2015-10-26,32695,9
181,2012-04-15,34401,1
182,2006-07-19,10947,3
183,2012-09-03,928,7
184,2015-06-22,20695,2
185,2015-03-11,89544,1
186,2014-03-15,92641,10
187,2015-03-22,26246,3
188,2011-04-12,66695,5
189,2012-07-30,31268,8
190,2013-05-20,94937,7
191,2015-01-06,82826,1
192,2014-12-21,82367,4
193,2013-10-25,69408,10
194,2010-12-13,23121,9
195,2014-12-14,28978,5
196,2015-06-02,85862,8
197,2015-10-14,38412,3
198,2011-11-27,2403,4
199,2015-11-29,81221,2
200,2012-12-22,88949,10
201,2015-11-14,23032,2
202,2015-08-15,81146,5
203,2006-07-29,54188,4
204,2012-07-13,74970,7
205,2011-11-20,46646,1
206,2007-12-23,63155,2
207,2014-05-30,91541,4
208,2014-08-26,62737,8
209,2015-09-25,76123,4
210,2015-04-19,20285,5
211,2014-06-03,21259,3
212,2014-03-19,46508,3
213,2013-02-21,5725,8
214,2015-04-28,79673,5
215,2009-02-04,84383,10
216,2007-06-05,62253,8
217,2015-10-04,32214,7
218,2013-04-24,15449,9
219,2012-07-26,19426,4
220,2015-03-21,73990,8
221,2013-08-04,48607,1
222,2013-11-15,80836,7
223,2015-12-15,25351,7
224,2012-08-06,43007,1
225,2015-12-31,9621,6
226,2004-10-02,53456,9
227,2015-11-22,98597,6
228,2015-10-13,9040,5
229,2009-01-07,94776,8
230,2014-12-09,47079,7
231,2014-07-29,211,9
232,2011-07-28,41442,8
233,2010-02-12,7942,9
234,2007-06-02,92002,10
235,2007-10-02,99178,10
236,2010-03-11,35057,2
237,2010-10-28,14820,1
238,2012-04-04,66160,5
239,2006-09-23,38022,2
240,2007-06-20,48268,8
241,2008-12-30,60085,9
242,2015-12-04,13167,3
243,2015-08-02,78597,6
244,2012-02-16,75507,5
245,2014-10-25,55264,8
246,2014-06-07,48433,8
247,2013-04-17,70693,6
248,2013-10-18,44856,2
249,2014-11-17,67821,2
250,2014-10-16,87961,4
251,2008-06-17,68170,1
252,2014-09-26,65918,5
253,2015-09-28,55208,7
254,2013-05-27,88155,9
255,2013-06-26,58421,10
256,2015-12-16,81789,5
257,2014-04-25,51389,9
258,2014-09-06,1598,3
259,2013-01-15,56045,2
260,2011-11-16,53243,5
261,2011-08-10,22649,8
262,2009-07-03,39645,3
263,2015-08-16,19130,5
264,2015-06-02,27635,7
265,2010-06-23,42255,1
266,2013-11-12,5409,3
267,2006-09-07,28292,4
268,2015-04-11,71602,8
269,2013-11-23,76560,2
270,2003-08-29,24104,1
271,2015-11-09,82264,10
272,2015-08-29,43476,9
273,2012-05-31,83857,8
274,2010-08-28,95681,7
275,2015-09-17,32739,1
276,2012-03-19,99883,4
277,2014-09-05,19144,8
278,2010-05-06,86509,6
279,2015-01-22,87124,9
280,2013-12-23,3992,10
281,2013-10-13,31375,5
282,2005-08-02,94463,9
283,2013-06-16,59582,5
284,2015-03-30,71919,10
285,2010-03-20,639,5
286,2014-02-23,33180,8
287,2014-10-15,16851,2
288,2009-10-23,91415,4
289,2014-02-19,73526,4
290,2002-07-26,12828,6
291,2006-06-24,76009,9
292,2007-08-25,94087,4
293,2008-06-25,95473,2
294,2013-04-10,11270,3
295,2015-05-20,11832,6
296,2014-06-12,63338,6
297,2009-07-15,74674,1
298,2012-04-04,26007,1
299,2015-11-05,52570,1
300,2015-08-22,9915,8
301,2007-07-14,99642,2
302,2015-07-29,64219,7
303,2013-11-21,13706,2
304,2004-07-16,62505,5
305,2012-09-04,71247,8
306,2013-06-02,97202,10
307,2015-08-26,25765,2
308,2015-11-15,39188,10
309,2009-12-05,91703,4
310,2013-12-03,68140,8
311,2013-05-30,43787,2
312,2015-06-26,36557,10
313,2011-08-29,7867,9
314,2012-08-26,94253,7
315,2015-07-20,60062,3
316,2013-05-12,16985,7
317,2013-12-25,87045,7
318,2004-07-26,12425,3
319,2014-09-19,5152,10
320,2015-06-07,87119,3
321,2013-07-03,9121,10
322,2013-02-14,72136,3
323,2015-08-02,95641,8
324,2012-01-21,39701,3
325,2015-12-22,93567,6
326,2014-05-27,82051,7
327,2015-09-22,23215,8
328,2015-10-10,88838,2
329,2015-01-10,81519,4
330,2013-02-24,72708,4
331,2015-05-20,83116,7
332,2007-03-21,90958,5
333,2015-05-03,71075,7
334,2015-10-04,81290,8
335,2015-11-07,39483,5
336,2009-11-02,32043,8
337,2007-05-18,12304,5
338,2013-02-24,82274,4
339,2013-04-22,8203,10
340,2014-03-26,63598,5
341,2015-12-28,22316,2
342,2013-08-23,83662,3
343,2014-10-18,44106,2
344,2015-11-25,66424,7
345,2011-05-26,3377,4
346,2007-11-08,61602,10
347,2012-04-17,74570,10
348,2015-07-02,6941,1
349,2014-09-18,18296,8
350,2014-11-08,71425,6
351,2015-08-23,9374,10
352,2015-12-01,15427,10
353,2010-12-07,19903,1
354,2011-10-17,52804,3
355,2014-07-16,56957,3
356,2015-10-21,75555,5
357,2015-12-09,3715,7
358,2014-07-31,7603,1
359,2002-12-13,96894,1
360,2003-09-10,743,2
361,2011-01-12,56934,1
362,2008-10-18,23305,7
363,2015-05-01,42170,1
364,2007-04-22,12202,10
365,2008-06-27,12521,6
366,2015-06-15,11091,7
367,2010-09-29,60653,1
368,2010-04-17,37434,9
369,2011-11-03,5842,10
370,2011-10-26,1937,4
371,2011-01-30,51477,3
372,2015-11-01,6905,4
373,2015-02-28,52327,7
374,2009-06-26,54260,1
375,2013-10-25,46065,1
376,2013-08-23,48215,1
377,2014-10-09,41809,9
378,2013-07-14,12990,2
379,2015-09-02,91266,5
380,2014-03-01,86521,2
381,2015-07-17,20058,5
382,2011-12-09,29988,2
383,2014-11-08,76076,8
384,2014-01-07,15605,1
385,2013-02-19,41518,5
386,2015-12-20,72366,2
387,2003-02-24,5686,6
388,2010-05-10,47507,1
389,2015-01-27,22365,8
390,2013-06-27,80213,4
391,2015-09-12,71909,5
392,2015-02-14,74861,7
393,2013-10-10,77783,5
394,2010-02-01,42564,9
395,2010-01-26,10501,3
396,2015-10-24,51983,6
397,2013-06-05,21358,7
398,2007-04-10,40152,9
399,2010-01-02,6752,8
400,2015-06-30,17687,8
401,2014-09-05,91127,9
402,2015-12-15,66912,9
403,2015-08-23,45731,8
404,2014-02-15,54197,4
405,2012-12-04,86408,7
406,2010-06-05,35868,5
407,2013-11-10,28960,6
408,2005-12-05,40108,9
409,2015-12-13,61467,9
410,2008-11-07,74433,6
411,2004-05-17,84486,2
412,2014-07-19,17423,10
413,2013-12-02,96169,6
414,2015-11-30,94706,2
415,2015-12-31,96811,7
416,2011-11-23,52004,2
417,2011-10-03,67024,4
418,2015-02-08,66664,1
419,2013-12-08,8194,2
420,2015-07-12,1284,3
421,2010-06-25,47981,2
422,2015-09-29,82667,9
423,2011-03-21,35876,4
424,2015-10-27,9048,7
425,2015-04-21,2978,6
426,2013-01-13,34071,1
427,2015-11-16,31243,5
428,2015-01-05,84893,7
429,2013-11-12,60625,5
430,2011-10-16,19128,2
431,2015-11-04,37490,10
432,2014-02-24,2464,1
433,2002-09-18,32222,9
434,2014-10-01,40749,9
435,2010-03-04,39638,7
436,2015-06-30,80323,6
437,2010-06-24,69424,2
438,2007-06-25,73864,4
439,2013-11-24,82007,8
440,2010-07-07,82134,8
441,2014-12-02,783,6
442,2014-08-28,83243,4
443,2011-07-20,1207,4
444,2010-03-09,78205,4
445,2009-11-04,6887,8
446,2014-03-21,73196,7
447,2012-07-23,14457,6
448,2013-01-01,37456,5
449,2007-07-17,99396,6
450,2015-10-25,2097,5
451,2006-03-01,24867,7
452,2011-12-11,40054,4
453,2013-09-27,77012,4
454,2013-03-16,47573,4
455,2015-08-24,81756,1
456,2015-11-14,35080,3
457,2015-11-19,94663,5
458,2003-07-30,79329,10
459,2015-12-07,66414,8
460,2007-01-09,15252,1
461,2011-02-16,41906,1
462,2015-12-27,65331,5
463,2014-11-21,68196,5
464,2005-06-04,83511,10
465,2015-09-27,56903,2
466,2011-09-22,22137,1
467,2015-12-21,12749,4
468,2006-05-15,61153,3
469,2015-12-28,36093,4
470,2015-08-10,16086,10
471,2014-04-08,45622,6
472,2008-07-07,94452,10
473,2015-08-12,73198,10
474,2008-12-09,62588,10
475,2013-11-28,87604,10
476,2012-05-31,84165,2
477,2014-11-24,34387,10
478,2014-11-13,13968,5
479,2015-04-10,14935,2
480,2011-02-07,70969,10
481,2012-05-20,9546,1
482,2014-10-23,9737,3
483,2014-06-06,87095,7
484,2004-04-02,20201,7
485,2009-05-11,52528,8
486,2015-07-04,20305,2
487,2011-09-21,33643,2
488,2015-03-07,54270,6
489,2009-07-03,61255,9
490,2015-06-16,29537,2
491,2014-03-09,24332,10
492,2015-09-25,99732,5
493,2014-11-06,57105,9
494,2008-01-30,66985,3
495,2005-10-15,96983,2
496,2011-05-11,26171,5
497,2012-05-15,31890,6
498,2014-06-05,63525,2
499,2015-01-09,55239,4
500,2015-08-12,88465,5
501,2014-12-13,60497,9
502,2014-02-01,76648,10
503,2015-01-29,90910,1
504,2011-07-26,97480,8
505,2009-03-17,60119,3
506,2011-05-15,99669,6
507,2010-02-05,35580,1
508,2005-01-30,94470,6
509,2013-02-05,70125,3
510,2009-08-15,95200,1
511,2009-07-02,59014,4
512,2014-01-20,70240,8
513,2008-04-08,65250,10
514,2014-05-30,55761,8
515,2014-04-01,10592,10
516,2015-11-02,36253,1
517,2014-04-01,52963,7
518,2009-07-25,9216,6
519,2011-01-25,63603,8
520,2015-01-02,91160,5
521,2015-11-16,2209,5
522,2010-02-09,70169,6
523,2015-01-09,92551,3
524,2015-11-20,57246,5
525,2015-09-22,84910,2
526,2008-06-26,78522,2
527,2015-12-30,4713,1
528,2014-04-28,98988,5
529,2010-06-06,96415,1
530,2009-11-11,42416,9
531,2015-04-01,83974,2
532,2014-04-14,55729,7
533,2008-10-10,31211,10
534,2006-06-29,72541,4
535,2008-12-30,19118,9
536,2007-04-17,51986,9
537,2006-11-15,42089,10
538,2014-12-23,94804,4
539,2013-12-17,49265,9
540,2015-12-30,57504,3
541,2006-06-23,52982,6
542,2014-11-20,37242,6
543,2011-11-21,81253,8
544,2003-08-25,34819,4
545,2007-01-19,80044,3
546,2003-10-18,66439,10
547,2014-09-26,81501,8
548,2008-07-08,23890,7
549,2011-04-01,82572,6
550,2014-01-16,24995,1
551,2014-06-10,24690,2
552,2012-12-29,3672,10
553,2013-10-31,92884,1
554,2015-03-20,87273,9
555,2013-04-29,56158,9
556,2009-08-19,98801,6
557,2015-07-15,66281,5
558,2015-10-04,66662,3
559,2009-06-16,7644,8
560,2014-12-08,59754,8
561,2002-10-16,10094,5
562,2012-07-26,7354,3
563,2013-06-21,13129,3
564,2014-08-06,47523,6
565,2013-09-20,42634,3
566,2008-06-06,96565,2
567,2014-10-27,66597,10
568,2009-07-01,53744,8
569,2008-08-20,19110,2
570,2015-02-14,30491,7
571,2008-09-19,17010,3
572,2014-06-14,59827,4
573,2015-07-09,16684,7
574,2013-07-10,53344,8
575,2012-11-07,14579,1
576,2012-06-26,69508,10
577,2013-11-08,16681,5
578,2009-11-28,24044,10
579,2013-04-26,60590,6
580,2011-10-13,52105,5
581,2013-09-29,18347,7
582,2015-08-08,54456,7
583,2013-11-26,93258,4
584,2012-08-21,45917,6
585,2015-08-17,5730,2
586,2010-05-05,24815,10
587,2012-02-28,5233,8
588,2008-11-08,62860,10
589,2006-08-21,18146,6
590,2012-08-04,78349,3
591,2013-12-10,48271,6
592,2009-08-23,77877,8
593,2013-04-25,11968,10
594,2015-05-22,74691,8
595,2013-02-12,79376,6
596,2013-03-31,67142,7
597,2013-02-22,11952,8
598,2010-10-22,12112,10
599,2011-07-08,80677,10
600,2013-03-20,15459,10
601,2015-02-18,67277,7
602,2012-08-16,13257,1
603,2012-07-16,37951,2
604,2008-03-26,80640,7
605,2011-08-31,53424,5
606,2013-12-28,34801,4
607,2012-04-02,14706,8
608,2013-04-02,23937,9
609,2013-03-31,12439,3
610,2009-05-10,50017,3
611,2011-03-17,45779,2
612,2014-07-17,20864,2
613,2014-06-07,58656,7
614,2015-06-06,7137,7
615,2011-08-05,60154,5
616,2012-10-14,69223,10
617,2010-10-09,35082,9
618,2014-03-22,41868,6
619,2010-08-12,45921,6
620,2010-02-09,70673,5
621,2015-12-19,50714,10
622,2013-02-12,97840,9
623,2015-09-12,57090,7
624,2007-10-29,78605,8
625,2015-04-11,93843,7
626,2011-07-06,30859,3
627,2014-07-08,52443,7
628,2014-04-25,51483,3
629,2011-03-28,28636,10
630,2000-11-19,51566,2
631,2006-11-15,97261,2
632,2014-07-22,19596,1
633,2012-06-23,15390,8
634,2015-04-20,49949,6
635,2015-02-24,66649,10
636,2003-07-05,64325,9
637,2006-04-09,1219,1
638,2006-05-31,27149,10
639,2014-10-31,57345,6
640,2006-07-20,72252,10
641,2014-06-05,22520,7
642,2015-03-15,9989,5
643,2015-07-17,83565,6
644,2012-07-01,25913,4
645,2015-09-22,61035,9
646,2014-10-08,34685,4
647,2012-07-28,82146,6
648,2013-09-06,43126,8
649,2015-12-29,43820,10
650,2008-07-14,77185,9
651,2014-02-10,82412,8
652,2011-10-03,1567,10
653,2012-02-16,39344,1
654,2014-03-05,5517,5
655,2007-09-25,85269,5
656,2001-12-20,88978,6
657,2015-10-30,50217,5
658,2014-11-06,21906,5
659,2015-12-29,53067,7
660,2005-09-24,40480,4
661,2013-07-23,45935,7
662,2014-02-27,18320,8
663,2011-04-16,58525,6
664,2015-11-17,42121,2
665,2013-07-27,27065,2
666,2014-08-30,66010,9
667,2012-10-28,48766,3
668,2013-11-07,388,3
669,2012-05-08,16644,9
670,2013-06-08,40788,4
671,2009-11-05,57280,2
672,2013-04-29,12756,10
673,2011-02-22,38122,8
674,2015-06-25,20535,5
675,2015-10-08,73370,7
676,2014-03-16,30963,10
677,2015-11-10,18188,8
678,2007-08-23,15500,8
679,2013-07-19,80355,5
680,2005-11-11,65514,2
681,2015-08-08,97289,2
682,2011-08-08,17388,4
683,2013-09-05,2547,7
684,2012-05-12,91990,6
685,2014-07-22,67331,5
686,2010-10-10,74918,2
687,2009-09-30,24584,3
688,2015-11-20,58469,8
689,2012-12-19,44385,6
690,2015-12-15,13944,5
691,2015-04-03,89022,9
692,2012-11-12,15574,8
693,2007-03-01,39495,9
694,2012-12-15,94292,5
695,2012-09-03,1526,5
696,2014-10-23,14460,2
697,2006-08-23,70111,4
698,2012-12-05,56285,8
699,2007-09-23,58480,7
700,2014-01-20,5115,4
701,2015-05-24,4019,10
702,2013-12-29,1703,8
703,2010-08-15,5520,2
704,2003-11-10,54825,3
705,2012-12-22,55311,7
706,2014-01-15,30617,8
707,2015-04-28,88092,3
708,2014-08-08,43502,10
709,2010-03-20,52067,8
710,2010-12-31,83246,10
711,2014-06-15,66203,3
712,2011-10-25,41796,2
713,2015-12-13,33535,4
714,2009-10-01,1487,6
715,2015-12-29,68919,9
716,2011-07-07,1686,8
717,2009-03-05,88661,6
718,2015-09-30,9850,9
719,2011-04-06,47323,10
720,2015-10-18,79460,10
721,2015-05-08,81947,1
722,2012-07-27,91806,2
723,2015-11-23,80310,8
724,2013-05-02,12862,8
725,2007-02-25,89733,3
726,2007-11-06,67420,10
727,2015-10-21,97590,6
728,2013-05-28,3524,9
729,2014-05-15,22222,10
730,2009-11-20,26887,7
731,2013-09-30,90445,8
732,2011-10-21,8748,10
733,2015-11-23,97264,3
734,2014-03-04,87556,6
735,2012-06-12,46543,7
736,2015-11-20,27675,10
737,2013-10-05,49382,2
738,2009-08-11,35562,9
739,2011-08-05,18385,2
740,2009-05-22,43274,8
741,2015-11-01,97105,8
742,2015-01-07,87907,9
743,2014-06-26,34507,9
744,2014-01-30,85922,8
745,2006-07-13,90000,7
746,2003-09-11,96297,5
747,2015-08-18,95351,1
748,2005-11-05,3616,1
749,2009-04-20,63557,9
750,2014-04-06,97705,2
751,2013-06-21,35343,2
752,2015-04-03,33361,8
753,2005-10-10,69687,3
754,2015-10-17,43075,2
755,2015-08-26,4306,9
756,2014-05-17,1494,6
757,2015-10-02,522,6
758,2002-12-15,46407,7
759,2015-06-16,84639,7
760,2014-07-09,17377,8
761,2010-07-04,424,5
762,2013-11-14,22424,4
763,2014-04-28,57271,2
764,2015-07-28,62614,6
765,2014-12-02,96315,5
766,2004-05-17,1997,6
767,2001-08-01,24575,6
768,2003-09-10,25451,8
769,2010-10-20,54735,6
770,2010-06-24,331,9
771,2007-08-06,36923,10
772,2009-06-04,48967,2
773,2012-11-02,39892,9
774,2011-07-19,80587,2
775,2013-11-01,43828,4
776,2015-11-10,8678,6
777,2015-09-26,82874,8
778,2007-11-16,95610,4
779,2015-11-10,30770,2
780,2007-04-14,10194,6
781,2015-01-27,28468,5
782,2015-04-07,70163,1
783,2014-12-19,12739,8
784,2015-12-28,1963,5
785,2013-12-23,30901,3
786,2015-05-16,98566,3
787,2004-01-18,95474,8
788,2008-07-24,22304,1
789,2015-08-10,54197,6
790,2014-12-25,30037,9
791,2013-06-01,64751,3
792,2015-07-28,59795,2
793,2010-03-13,73995,6
794,2015-11-02,26033,7
795,2015-11-30,39661,8
796,2014-12-02,68121,5
797,2015-07-03,56212,9
798,2011-02-13,54464,4
799,2013-10-10,19006,3
800,2010-05-15,6871,2
801,2014-03-22,95531,10
802,2010-12-01,66266,4
803,2011-03-26,82617,1
804,2010-11-11,90405,10
805,2009-06-30,7758,3
806,2015-10-06,1927,8
807,2008-01-09,4213,9
808,2012-02-01,44174,7
809,2013-05-09,6431,1
810,2015-10-19,35554,4
811,2010-04-24,42922,7
812,2014-11-29,19502,1
813,2015-05-18,40736,9
814,2014-07-15,51160,7
815,2015-05-29,98486,7
816,2015-08-29,55378,5
817,2010-01-30,38805,4
818,2014-11-04,9129,4
819,2012-07-01,99638,5
820,2014-04-19,58971,9
821,2015-06-04,55717,6
822,2005-05-06,31046,9
823,2015-01-25,92776,5
824,2014-07-27,26811,4
825,2015-07-13,1145,8
826,2015-01-09,12081,9
827,2015-07-04,7471,6
828,2015-12-31,42069,1
829,2013-02-03,34523,7
830,2011-10-16,9023,10
831,2015-09-02,65198,3
832,2013-01-15,49441,3
833,2010-05-18,91032,7
834,2015-06-10,97944,1
835,2015-12-29,1291,8
836,2005-10-14,17061,3
837,2015-03-10,66622,10
838,2015-01-19,39541,1
839,2010-07-10,13837,8
840,2008-03-01,78076,1
841,2005-09-07,88798,1
842,2010-10-23,17345,7
843,2012-09-29,60415,6
844,2007-04-06,1587,10
845,2014-07-06,23114,10
846,2012-08-27,24825,2
847,2008-03-30,97290,10
848,2010-12-20,72518,6
849,2009-02-13,55448,10
850,2007-06-12,11595,3
851,2013-12-23,64574,1
852,2014-09-21,16583,4
853,2013-03-01,15036,1
854,2002-11-19,87258,10
855,2013-02-04,35849,10
856,2011-07-24,86743,1
857,2015-06-05,69297,6
858,2011-09-28,69783,4
859,2015-12-06,29917,2
860,2009-09-29,20170,1
861,2015-06-19,87665,8
862,2010-08-03,4105,1
863,2015-12-29,15374,9
864,2012-09-03,90919,9
865,2011-01-06,79032,10
866,2010-04-05,99046,9
867,2006-02-26,20785,9
868,2012-08-25,26533,3
869,2011-12-25,85988,7
870,2008-12-04,9207,10
871,2011-05-31,23166,10
872,2011-12-05,50511,5
873,2014-09-11,16759,1
874,2015-06-03,33655,10
875,2011-01-21,16495,8
876,2004-02-18,51904,3
877,2007-04-19,66611,9
878,2012-12-08,7028,8
879,2015-11-21,44990,5
880,2002-07-18,36263,1
881,2007-01-23,59772,3
882,2015-11-10,94572,6
883,2015-01-05,68810,2
884,2010-08-12,69220,7
885,2014-10-15,96601,6
886,2009-07-13,9041,2
887,2007-07-16,67346,9
888,2015-08-11,34921,1
889,2011-09-02,38995,8
890,2015-11-08,48677,10
891,2010-10-27,3863,9
892,2011-12-01,15129,4
893,2013-10-10,58260,9
894,2015-05-11,77758,9
895,2013-12-23,1246,7
896,2013-04-11,41707,2
897,2011-08-13,61129,5
898,2009-08-02,33731,10
899,2011-04-14,66156,6
900,2009-01-24,98535,6
901,2013-05-24,11328,6
902,2012-08-08,21420,4
903,2010-01-01,46119,4
904,2009-08-07,26119,6
905,2014-06-16,82410,7
906,2015-11-25,98597,3
907,2005-02-19,31035,8
908,2011-07-26,19447,1
909,2013-03-16,51417,4
910,2014-06-04,40683,2
911,2012-08-18,73938,9
912,2003-05-25,63062,2
913,2006-12-04,26467,9
914,2014-10-15,8109,5
915,2007-11-14,4986,3
916,2015-11-24,78450,3
917,2014-04-30,94493,9
918,2004-08-06,99563,2
919,2014-07-19,35523,4
920,2013-06-18,66479,7
921,2007-11-01,75071,10
922,2012-12-11,56762,6
923,2011-09-05,5854,5
924,2014-02-20,78336,5
925,2012-11-16,66118,10
926,2015-06-13,80158,3
927,2015-11-11,2142,8
928,2012-07-18,844,1
929,2013-07-10,18925,3
930,2015-06-21,18926,1
931,2015-06-20,78490,4
932,2015-12-17,83434,9
933,2014-11-04,70898,3
934,2006-01-12,2516,9
935,2014-07-04,82409,1
936,2014-09-25,20548,2
937,2011-04-13,66135,6
938,2015-02-13,32266,6
939,2010-11-03,79780,3
940,2015-12-30,52952,6
941,2015-07-01,6046,4
942,2013-05-06,7229,10
943,2014-04-16,49286,3
944,2015-03-01,56273,1
945,2015-11-11,61260,7
946,2013-12-28,71308,8
947,2003-11-07,50479,8
948,2011-10-28,68274,1
949,2001-06-20,91046,7
950,2015-01-07,60425,7
951,2009-05-26,82940,10
952,2008-08-09,71019,6
953,2005-02-16,66966,7
954,2015-12-21,64150,10
955,2015-10-05,29520,6
956,2009-02-13,97889,3
957,2015-11-02,19174,4
958,2014-02-13,55146,4
959,2014-06-17,84047,10
960,2013-05-18,42922,8
961,2013-06-25,17475,1
962,2015-12-30,51049,3
963,2011-11-17,51805,5
964,2013-02-19,43470,4
965,2015-11-20,55355,5
966,2010-06-04,53999,10
967,2012-05-09,54178,7
968,2014-06-14,63271,8
969,2014-09-24,8735,1
970,2013-07-27,65253,1
971,2015-09-07,34504,8
972,2011-05-26,52609,1
973,2007-05-14,21025,2
974,2015-04-02,63753,8
975,2006-11-11,94427,1
976,2012-06-23,77594,3
977,2012-11-25,7126,5
978,2013-05-29,89227,2
979,2014-07-17,41639,1
980,2010-12-16,34498,6
981,2013-01-08,6517,9
982,2006-10-14,4682,8
983,2007-08-23,56926,4
984,2015-02-22,30876,2
985,2004-03-21,50774,1
986,2011-08-01,77626,6
987,2014-07-17,61199,1
988,2015-11-07,20347,10
989,2014-07-24,44404,6
990,2015-03-25,10912,10
991,2014-06-21,42255,3
992,2015-08-08,94149,8
993,2013-09-08,63307,1
994,2015-04-03,92947,2
995,2013-01-13,30163,3
996,2013-06-15,32179,1
997,2003-04-28,985,9
998,2009-09-27,15485,2
