id,created_on,creator_id,content
666,2005-05-15,965,Text
669,2011-10-13,398,Text
679,2011-09-30,796,Text
680,2005-07-16,727,Text
681,2015-10-16,308,Text
683,2007-10-09,368,Text
686,2015-08-05,952,Text
689,2014-03-19,971,Text
690,2014-12-21,512,Text
692,2011-12-31,545,Text
693,2009-01-23,718,Text
696,2015-12-27,236,Text
702,2008-12-27,398,Text
704,2015-07-11,181,Text
717,2014-08-23,814,Text
725,2013-10-09,873,Text
727,2014-02-19,258,Text
731,2014-08-07,934,Text
732,2013-01-28,184,Text
738,2012-05-04,200,Text
751,2013-06-07,92,Text
754,2008-08-13,23,Text
759,2011-03-29,647,Text
763,2007-08-21,356,Text
765,2014-08-13,261,Text
767,2015-08-19,628,Text
769,2013-07-03,118,Text
772,2008-08-16,262,Text
774,2014-03-01,631,Text
777,2013-04-11,658,Text
785,2012-08-04,469,Text
789,2015-08-09,663,Text
793,2015-09-24,400,Text
796,2013-07-22,615,Text
797,2012-05-26,599,Text
813,2009-07-13,728,Text
816,2010-08-18,627,Text
823,2015-03-06,175,Text
830,2013-01-19,986,Text
832,2007-02-08,242,Text
834,2015-04-05,534,Text
839,2012-11-10,25,Text
844,2007-02-22,830,Text
852,2013-09-30,716,Text
853,2012-03-09,170,Text
854,2012-11-15,390,Text
861,2015-07-30,499,Text
876,2014-08-05,727,Text
883,2015-02-11,888,Text
885,2009-01-12,711,Text
890,2015-02-27,48,Text
893,2015-05-07,428,Text
897,2013-07-13,288,Text
899,2006-09-11,112,Text
901,2015-09-28,455,Text
905,2014-12-11,857,Text
908,2014-06-26,175,Text
912,2012-09-15,919,Text
918,2008-08-22,954,Text
920,2015-09-14,781,Text
925,2012-12-04,418,Text
926,2009-03-28,685,Text
939,2015-11-14,54,Text
940,2012-09-18,536,Text
942,2006-08-13,689,Text
943,2015-11-17,177,Text
946,2014-06-15,605,Text
949,2015-11-28,177,Text
951,2015-04-30,445,Text
959,2014-02-21,599,Text
961,2014-03-09,860,Text
963,2010-07-23,713,Text
965,2010-10-11,173,Text
969,2010-07-06,603,Text
970,2013-12-26,565,Text
972,2010-11-25,1000,Text
977,2011-12-01,766,Text
979,2013-12-15,170,Text
981,2014-09-18,277,Text
982,2006-07-30,542,Text
994,2015-11-25,870,Text
1001,2014-07-26,702,Text
1006,2000-10-24,27,Text
1008,2014-09-05,961,Text
1009,2013-11-03,194,Text
1010,2014-08-31,470,Text
1028,2009-03-17,281,Text
1033,2011-06-13,586,Text
1034,2014-12-24,765,Text
1039,2014-05-30,232,Text
1045,2005-06-29,885,Text
1048,2010-08-05,973,Text
1049,2015-04-11,765,Text
1051,2013-01-14,731,Text
1054,2012-04-17,340,Text
1056,2014-01-02,293,Text
1062,2013-12-22,740,Text
1070,2013-04-29,389,Text
1071,2011-06-18,366,Text
1080,2015-09-06,632,Text
1091,2005-08-23,881,Text
1096,2014-09-18,834,Text
1097,2014-10-12,382,Text
1109,2010-05-11,954,Text
1121,2014-11-18,513,Text
1125,2014-06-09,788,Text
1128,2015-06-30,415,Text
1136,2009-03-28,290,Text
1140,2013-09-28,706,Text
1142,2012-07-20,174,Text
1148,2003-08-26,727,Text
1150,2014-08-12,348,Text
1151,2014-12-04,626,Text
1154,2010-01-15,72,Text
1155,2012-06-13,367,Text
1158,2014-08-10,382,Text
1168,2013-09-02,201,Text
1172,2009-06-03,922,Text
1177,2015-06-22,434,Text
1179,2010-02-23,777,Text
1184,2006-05-21,527,Text
1186,2008-06-04,809,Text
1187,2011-04-06,543,Text
1189,2015-05-01,722,Text
1193,2014-03-14,359,Text
1194,2010-09-24,243,Text
1196,2006-04-05,168,Text
1201,2011-08-10,123,Text
1208,2015-09-17,322,Text
1212,2012-08-09,706,Text
1217,2013-11-11,944,Text
1222,2012-12-07,178,Text
1224,2015-01-14,317,Text
1232,2015-10-25,387,Text
1234,2011-01-21,357,Text
1246,2014-04-08,223,Text
1261,2015-05-26,186,Text
1262,2014-11-26,310,Text
1263,2015-08-22,759,Text
1265,2006-04-30,148,Text
1278,2008-01-22,895,Text
1294,2013-11-15,223,Text
1296,2006-11-23,661,Text
1297,2007-11-17,211,Text
1303,2013-02-24,350,Text
1304,2013-05-01,987,Text
1309,2015-05-05,256,Text
1315,2013-08-01,566,Text
1317,2015-07-07,108,Text
1320,2013-02-24,696,Text
1321,2015-07-25,857,Text
1323,2014-11-07,636,Text
1331,2013-02-28,697,Text
1332,2011-09-16,654,Text
1357,2013-07-15,49,Text
1359,2015-05-14,476,Text
1362,2013-10-21,883,Text
1363,2014-09-02,42,Text
1371,2008-07-08,272,Text
1372,2012-06-29,860,Text
1379,2013-11-09,537,Text
1382,2006-04-24,630,Text
1384,2015-12-20,351,Text
1394,2012-09-11,244,Text
1395,2013-12-15,390,Text
1400,2011-04-09,98,Text
1401,2015-02-27,413,Text
1406,2015-06-20,956,Text
1407,2015-04-29,736,Text
1408,2015-12-31,903,Text
1409,2015-03-17,476,Text
1415,2009-01-23,710,Text
1422,2013-01-17,728,Text
1427,2015-11-26,838,Text
1433,2014-04-27,275,Text
1434,2014-11-24,158,Text
1436,2011-04-09,17,Text
1438,2013-02-13,350,Text
1440,2015-09-04,993,Text
1441,2006-09-16,856,Text
1443,2011-01-18,912,Text
1447,2007-10-08,477,Text
1448,2015-12-24,903,Text
1450,2010-07-03,172,Text
1451,2015-10-27,412,Text
1453,2014-04-02,679,Text
1459,2015-12-13,304,Text
1461,2006-09-19,751,Text
1465,2012-04-06,571,Text
1466,2014-03-28,188,Text
1471,2004-06-25,391,Text
1485,2015-08-08,251,Text
1489,2015-06-06,184,Text
1490,2003-10-04,587,Text
1495,2015-08-26,163,Text
1508,2015-09-16,610,Text
1509,2009-11-25,69,Text
1511,2014-10-03,487,Text
1517,2015-12-28,36,Text
1518,2014-10-23,513,Text
1521,2009-07-08,822,Text
1523,2013-08-01,991,Text
1530,2015-05-03,586,Text
1533,2006-07-21,299,Text
1539,2014-03-26,269,Text
1543,2014-09-20,835,Text
1549,2013-11-13,363,Text
1560,2015-06-07,329,Text
1565,2015-10-01,488,Text
1567,2008-02-24,771,Text
1569,2013-12-09,905,Text
1584,2015-05-18,295,Text
1585,2014-10-24,734,Text
1604,2015-11-27,412,Text
1606,2014-04-04,62,Text
1609,2010-02-19,235,Text
1618,2013-05-06,277,Text
1622,2002-11-26,133,Text
1624,2004-05-01,326,Text
1626,2013-09-05,92,Text
1631,2013-05-05,169,Text
1632,2013-01-18,394,Text
1634,2013-10-31,554,Text
1638,2014-08-26,961,Text
1640,2008-02-28,24,Text
1647,2002-02-25,211,Text
1648,2009-11-30,516,Text
1656,2012-01-24,67,Text
1657,2013-12-28,381,Text
1659,2015-09-16,597,Text
1668,2014-10-25,161,Text
1671,2005-07-26,402,Text
1674,2014-03-17,158,Text
1680,2015-02-27,756,Text
1684,2012-11-30,130,Text
1689,2009-07-27,517,Text
1691,2014-11-11,221,Text
1693,2013-11-08,159,Text
1694,2012-07-18,823,Text
1703,2015-08-03,834,Text
1708,2007-05-31,321,Text
1720,2015-10-27,352,Text
1722,2013-08-20,62,Text
1725,2006-02-28,718,Text
1731,2011-04-21,301,Text
1734,2011-02-19,406,Text
1738,2011-10-21,251,Text
1741,2008-05-11,213,Text
1743,2014-10-15,792,Text
1746,2015-10-11,841,Text
1751,2014-05-08,526,Text
1758,2009-12-11,685,Text
1759,2013-06-17,675,Text
1763,2011-11-18,949,Text
1764,2013-08-25,684,Text
1766,2008-12-19,561,Text
1767,2012-10-11,439,Text
1770,2011-01-01,71,Text
1775,2009-11-19,683,Text
1777,2015-03-29,664,Text
1786,2009-10-22,669,Text
1787,2015-08-04,769,Text
1788,2015-07-21,636,Text
1790,2007-12-20,6,Text
1796,2015-08-23,235,Text
1807,2013-08-19,21,Text
1808,2011-12-09,536,Text
1809,2014-03-29,536,Text
1812,2011-12-31,893,Text
1818,2014-08-01,350,Text
1819,2012-11-03,709,Text
1831,2006-06-28,856,Text
1833,2012-07-06,844,Text
1837,2010-06-05,899,Text
1840,2015-03-24,462,Text
1841,2014-03-21,154,Text
1844,2014-12-10,968,Text
1850,2013-12-03,917,Text
1854,2007-10-22,25,Text
1855,2005-07-02,207,Text
1856,2014-10-19,151,Text
1857,2012-07-26,90,Text
1866,2014-11-15,967,Text
1870,2014-09-04,195,Text
1876,2006-05-09,83,Text
1883,2015-05-02,736,Text
1884,2010-08-13,928,Text
1897,2011-03-27,176,Text
1901,2014-07-03,692,Text
1904,2013-11-11,989,Text
1905,2014-08-08,336,Text
1916,2003-10-12,604,Text
1924,2007-08-28,784,Text
1926,2015-09-22,842,Text
1930,2008-02-03,662,Text
1933,2014-08-10,311,Text
1945,2015-08-10,934,Text
1946,2014-06-20,879,Text
1947,2013-08-13,359,Text
1948,2014-12-16,305,Text
1950,2003-01-15,704,Text
1956,2015-07-03,383,Text
1970,2007-11-22,722,Text
1983,2015-08-03,32,Text
1984,2015-07-18,445,Text
1985,2007-01-21,957,Text
1986,2015-02-02,409,Text
1987,2013-09-25,727,Text
1997,2015-11-22,279,Text
1999,2012-11-19,165,Text
2000,2004-03-02,790,Text
2002,2014-03-23,120,Text
2003,2010-02-21,178,Text
2007,2015-05-31,273,Text
2009,2015-07-15,41,Text
2013,2013-12-04,976,Text
2018,2001-07-13,193,Text
2024,2010-05-11,616,Text
2032,2012-10-05,100,Text
2034,2009-03-03,891,Text
2037,2013-05-16,707,Text
2042,2004-08-31,977,Text
2043,2015-09-20,38,Text
2045,2002-03-03,290,Text
2047,2014-09-16,415,Text
2054,2013-01-15,479,Text
2057,2005-03-31,357,Text
2061,2014-09-10,922,Text
2064,2012-10-23,310,Text
2068,2015-12-18,241,Text
2069,2008-09-06,741,Text
2075,2015-04-19,788,Text
2079,2014-12-15,97,Text
2085,2014-04-27,676,Text
2088,2010-12-27,140,Text
2091,2015-11-25,468,Text
2099,2015-11-12,252,Text
2104,2014-12-25,660,Text
2105,2015-08-03,871,Text
2110,2015-10-10,446,Text
2114,2011-12-08,743,Text
2119,2011-10-02,358,Text
2120,2010-12-23,248,Text
2123,2012-01-13,594,Text
2124,2010-05-27,194,Text
2126,2015-08-05,314,Text
2132,2014-01-30,401,Text
2138,2014-05-30,641,Text
2140,2013-04-09,14,Text
2143,2012-11-26,836,Text
2148,2012-06-19,375,Text
2149,2015-01-06,830,Text
2153,2014-11-24,68,Text
2155,2013-07-18,188,Text
2156,2013-10-26,504,Text
2158,2009-05-31,140,Text
2159,2012-08-19,575,Text
2168,2014-10-04,61,Text
2173,2007-06-14,556,Text
2184,2006-07-19,373,Text
2187,2015-09-11,432,Text
2191,2013-09-28,990,Text
2195,2006-05-31,442,Text
2196,2006-12-28,809,Text
2202,2014-11-21,1000,Text
2206,2013-12-26,872,Text
2211,2011-08-14,257,Text
2213,2005-10-13,772,Text
2214,2015-04-24,111,Text
2220,2011-08-25,347,Text
2221,2015-10-26,513,Text
2227,2013-06-09,359,Text
2234,2010-09-04,409,Text
2240,2015-09-05,89,Text
2244,2015-01-31,424,Text
2245,2012-06-06,403,Text
2246,2010-11-28,914,Text
2247,2012-02-26,238,Text
2250,2015-01-04,415,Text
2251,2004-05-20,203,Text
2254,2014-08-20,752,Text
2255,2007-07-17,730,Text
2258,2013-03-13,206,Text
2259,2008-12-28,200,Text
2260,2011-12-10,291,Text
2263,2006-11-23,196,Text
2266,2011-04-27,687,Text
2269,2010-06-28,238,Text
2271,2015-06-10,229,Text
2276,2009-06-13,713,Text
2277,2013-10-02,703,Text
2282,2015-11-15,909,Text
2287,2014-02-06,878,Text
2294,2010-09-05,401,Text
2299,2015-12-31,539,Text
2307,2013-12-28,160,Text
2308,2002-12-09,826,Text
2314,2011-05-02,561,Text
2317,2014-05-11,22,Text
2319,2009-10-03,154,Text
2324,2007-12-10,492,Text
2329,2004-12-04,358,Text
2333,2009-11-26,137,Text
2337,2010-05-30,343,Text
2338,2014-06-21,85,Text
2342,2011-06-06,744,Text
2344,2008-07-09,778,Text
2348,2008-04-04,402,Text
2351,2014-04-04,661,Text
2352,2011-10-27,195,Text
2365,2001-12-16,534,Text
2366,2014-06-05,556,Text
2368,2010-02-21,829,Text
2370,2015-12-25,945,Text
2373,2015-12-12,42,Text
2386,2015-04-07,956,Text
2387,2011-09-29,218,Text
2394,2015-06-24,424,Text
2396,2009-09-19,380,Text
2401,2014-07-20,416,Text
2402,2015-06-07,11,Text
2405,2013-12-01,962,Text
2407,2013-05-21,901,Text
2411,2012-07-02,712,Text
2412,2014-10-29,390,Text
2414,2015-06-05,395,Text
2427,2013-01-20,665,Text
2441,2010-10-09,861,Text
2444,2014-10-04,53,Text
2452,2011-07-21,777,Text
2454,2015-09-02,548,Text
2455,2015-12-17,236,Text
2460,2007-11-03,713,Text
2463,2010-05-13,81,Text
2467,2014-09-18,665,Text
2470,2008-07-19,356,Text
2474,2015-08-07,425,Text
2478,2015-09-09,40,Text
2479,2006-09-29,960,Text
2482,2006-04-25,373,Text
2483,2003-07-12,612,Text
2485,2010-07-06,235,Text
2486,2014-11-09,851,Text
2498,2009-09-18,877,Text
2500,2015-08-27,602,Text
2501,2013-01-24,986,Text
2505,2008-02-27,907,Text
2508,2014-04-11,370,Text
2513,2005-11-30,276,Text
2518,2015-08-21,533,Text
2520,2015-04-22,597,Text
2531,2014-03-17,981,Text
2538,2012-05-07,984,Text
2541,2015-12-16,903,Text
2542,2013-07-09,254,Text
2544,2013-04-25,925,Text
2552,2009-02-04,317,Text
2559,2013-02-18,940,Text
2565,2010-10-21,706,Text
2567,2013-05-10,981,Text
2576,2013-11-30,82,Text
2588,2015-12-29,420,Text
2591,2014-12-29,664,Text
2592,2015-02-03,986,Text
2595,2011-01-12,5,Text
2600,2005-09-04,753,Text
2608,2008-11-14,490,Text
2611,2011-12-20,718,Text
2612,2011-07-11,118,Text
2616,2012-12-31,562,Text
2617,2015-10-01,3,Text
2625,2003-11-08,251,Text
2627,2014-01-04,561,Text
2631,2010-06-21,171,Text
2641,2010-11-10,83,Text
2642,2013-02-13,366,Text
2648,2014-06-13,366,Text
2652,2015-10-24,594,Text
2653,2008-01-19,858,Text
2663,2015-01-10,256,Text
2670,2012-11-10,10,Text
2672,2014-07-31,87,Text
2678,2012-12-02,795,Text
2683,2014-09-05,834,Text
2686,2013-04-18,914,Text
2688,2014-02-24,590,Text
2689,2015-07-01,560,Text
2691,2015-04-25,988,Text
2692,2008-09-26,606,Text
2694,2015-12-18,909,Text
2696,2015-06-25,40,Text
2700,2010-10-20,772,Text
2701,2011-11-17,255,Text
2702,2014-05-14,249,Text
2704,2003-11-08,267,Text
2709,2012-01-31,264,Text
2712,2011-12-20,219,Text
2719,2012-06-19,217,Text
2726,2013-05-20,905,Text
2729,2012-09-11,825,Text
2730,2015-11-30,66,Text
2742,2011-04-28,993,Text
2743,2015-02-28,860,Text
2744,2011-02-17,292,Text
2745,2015-04-22,37,Text
2749,2015-03-21,259,Text
2766,2013-07-15,60,Text
2767,2009-04-03,267,Text
2771,2013-10-06,804,Text
2772,2011-11-21,630,Text
2782,2015-07-14,63,Text
2783,2015-07-15,528,Text
2786,2015-11-30,838,Text
2789,2013-06-05,384,Text
2793,2008-08-20,196,Text
2797,2014-01-27,978,Text
2808,2011-08-12,978,Text
2815,2013-12-31,526,Text
2819,2009-11-25,383,Text
2820,2015-05-23,937,Text
2824,2015-11-26,412,Text
2827,2005-12-30,893,Text
2832,2014-05-19,615,Text
2835,2014-12-30,418,Text
2843,2012-04-14,110,Text
2844,2015-04-25,672,Text
2845,2015-08-23,385,Text
2853,2015-12-24,531,Text
2854,2015-12-23,106,Text
2856,2015-01-08,23,Text
2857,2011-09-24,523,Text
2858,2015-04-14,445,Text
2860,2007-11-03,835,Text
2868,2015-10-07,875,Text
2869,2015-08-19,114,Text
2870,2012-08-04,943,Text
2872,2013-12-21,496,Text
2873,2005-03-31,897,Text
2874,2013-05-02,363,Text
2877,2014-04-11,664,Text
2880,2013-11-09,404,Text
2886,2005-12-25,696,Text
2892,2014-01-11,923,Text
2895,2015-01-24,833,Text
2897,2010-12-15,920,Text
2901,2008-03-08,74,Text
2902,2007-02-18,25,Text
2904,2014-09-12,966,Text
2907,2013-02-04,321,Text
2908,2006-05-01,920,Text
2910,2009-08-15,164,Text
2919,2015-10-20,692,Text
2920,2003-09-10,322,Text
2922,2014-10-09,160,Text
2929,2014-03-07,928,Text
2931,2014-07-26,184,Text
2932,2014-11-07,522,Text
2933,2010-06-06,111,Text
2939,2015-08-03,427,Text
2940,2014-08-27,441,Text
2943,2014-10-18,278,Text
2947,2012-04-17,907,Text
2952,2015-05-16,162,Text
2955,2004-04-22,753,Text
2956,2013-03-08,492,Text
2967,2014-09-30,902,Text
2976,2015-03-20,526,Text
2977,2011-06-23,212,Text
2980,2010-06-14,913,Text
2983,2015-07-07,94,Text
2987,2015-12-28,876,Text
2997,2015-04-28,825,Text
3001,2007-12-05,711,Text
3013,2004-08-16,369,Text
3014,2015-06-09,820,Text
3019,2015-05-23,906,Text
3020,2015-06-28,789,Text
3022,2015-01-27,526,Text
3024,2012-05-21,109,Text
3029,2013-03-16,725,Text
3030,2004-11-26,273,Text
3033,2014-10-16,494,Text
3038,2014-07-20,754,Text
3039,2014-07-29,225,Text
3040,2013-01-05,10,Text
3046,2008-11-28,164,Text
3048,2010-07-05,273,Text
3050,2011-11-22,638,Text
3054,2014-08-10,196,Text
3057,2012-05-18,873,Text
3059,2015-06-29,32,Text
3062,2015-12-15,351,Text
3064,2011-05-02,551,Text
3067,2008-04-05,923,Text
3073,2014-02-07,151,Text
3075,2013-03-21,786,Text
3080,2014-09-21,458,Text
3086,2014-06-01,300,Text
3097,2011-11-17,70,Text
3098,2012-08-05,429,Text
3099,2012-11-22,436,Text
3101,2011-09-14,441,Text
3117,2007-11-15,451,Text
3123,2011-01-30,127,Text
3124,2015-04-29,848,Text
3129,2014-11-28,63,Text
3133,2007-03-24,874,Text
3135,2011-04-11,916,Text
3138,2013-01-23,174,Text
3141,2012-12-07,212,Text
3143,2012-12-09,608,Text
3145,2015-10-09,315,Text
3155,2011-10-02,624,Text
3171,2015-07-17,174,Text
3175,2014-07-13,967,Text
3176,2006-11-06,451,Text
3178,2015-11-02,95,Text
3187,2003-02-05,907,Text
3190,2014-03-08,146,Text
3191,2013-01-02,333,Text
3192,2010-11-16,728,Text
3194,2012-06-04,300,Text
3197,2012-12-23,33,Text
3198,2003-07-24,618,Text
3203,2013-05-25,731,Text
3206,2006-12-13,693,Text
3208,2014-08-27,915,Text
3209,2015-06-03,547,Text
3213,2015-05-22,158,Text
3237,2015-04-09,862,Text
3241,2014-07-23,180,Text
3250,2009-08-03,317,Text
3252,2007-01-17,561,Text
3257,2007-12-09,826,Text
3258,2014-12-28,79,Text
3259,2015-04-13,356,Text
3261,2013-01-31,837,Text
3265,2015-11-15,259,Text
3266,2015-12-08,198,Text
3272,2012-12-03,305,Text
3275,2013-07-23,594,Text
3278,2013-08-04,128,Text
3285,2006-03-31,977,Text
3287,2010-03-16,240,Text
3296,2013-04-29,502,Text
3297,2013-06-27,472,Text
3298,2012-11-27,979,Text
3299,2011-09-13,292,Text
3315,2013-07-13,207,Text
3317,2015-11-04,452,Text
3318,2013-01-23,134,Text
3321,2015-12-30,121,Text
3322,2015-10-17,434,Text
3324,2013-01-20,174,Text
3335,2014-08-15,423,Text
3338,2015-08-27,769,Text
3343,2013-01-29,589,Text
3344,2008-02-13,923,Text
3345,2010-07-19,178,Text
3350,2010-02-02,183,Text
3351,2013-02-15,878,Text
3354,2007-06-18,473,Text
3357,2005-05-05,394,Text
3358,2013-01-28,982,Text
3365,2007-02-13,552,Text
3367,2012-08-10,297,Text
3368,2009-09-01,356,Text
3370,2007-03-03,919,Text
3373,2015-06-20,360,Text
3374,2012-12-24,267,Text
3379,2014-02-08,640,Text
3382,2015-08-27,961,Text
3384,2014-03-22,166,Text
3386,2015-07-18,79,Text
3395,2010-08-22,642,Text
3396,2012-11-16,57,Text
3398,2015-02-11,979,Text
3399,2007-08-20,683,Text
3401,2005-04-11,357,Text
3402,2015-02-25,259,Text
3403,2015-10-05,508,Text
3404,2011-08-08,134,Text
3405,2009-05-17,527,Text
3409,2015-05-21,82,Text
3413,2007-08-22,346,Text
3419,2005-07-27,473,Text
3420,2015-12-10,869,Text
3427,2011-08-03,564,Text
3430,2012-06-19,709,Text
3442,2010-04-02,22,Text
3443,2012-08-30,310,Text
3450,2014-01-21,507,Text
3451,2012-11-12,549,Text
3453,2015-12-11,380,Text
3454,2011-05-02,737,Text
3457,2007-07-26,64,Text
3458,2005-04-24,394,Text
3460,2014-10-01,188,Text
3463,2005-10-05,874,Text
3464,2011-06-01,77,Text
3466,2007-04-09,438,Text
3468,2013-08-01,835,Text
3504,2015-12-29,332,Text
3506,2015-04-25,34,Text
3507,2008-07-03,392,Text
3512,2004-05-14,77,Text
3520,2012-02-28,161,Text
3524,2014-12-10,479,Text
3526,2011-06-18,135,Text
3527,2009-07-25,447,Text
3530,2014-02-11,249,Text
3533,2015-12-01,329,Text
3534,2012-05-28,555,Text
3540,2003-04-14,316,Text
3541,2012-10-20,21,Text
3543,2013-12-31,803,Text
3546,2006-10-18,964,Text
3550,2015-06-07,143,Text
3556,2009-02-16,965,Text
3562,2008-02-10,284,Text
3570,2011-08-30,951,Text
3572,2014-11-30,38,Text
3578,2009-07-13,630,Text
3579,2014-10-06,621,Text
3593,2014-12-25,481,Text
3597,2010-02-28,577,Text
3598,2014-03-07,916,Text
3603,2002-03-25,810,Text
3606,2014-01-31,823,Text
3608,2011-11-26,129,Text
3611,2015-11-24,345,Text
3613,2012-06-25,946,Text
3618,2012-07-23,801,Text
3622,2015-11-25,325,Text
3629,2008-04-06,404,Text
3632,2015-07-31,757,Text
3634,2013-08-15,188,Text
3635,2015-11-06,521,Text
3638,2008-02-07,147,Text
3647,2012-04-30,605,Text
3651,2008-05-22,111,Text
3653,2011-06-07,395,Text
3655,2006-10-18,173,Text
3657,2015-06-18,928,Text
3666,2015-11-30,199,Text
3667,2015-09-15,659,Text
3668,2014-11-30,212,Text
3674,2014-08-06,24,Text
3675,2015-04-17,882,Text
3676,2013-06-13,387,Text
3678,2009-05-01,624,Text
3700,2003-02-09,358,Text
3704,2015-10-13,210,Text
3707,2013-07-10,839,Text
3709,2015-02-22,824,Text
3715,2012-09-25,738,Text
3718,2015-08-03,293,Text
3720,2015-02-20,294,Text
3723,2015-10-12,426,Text
3729,2014-06-19,605,Text
3733,2014-11-26,560,Text
3737,2015-12-22,46,Text
3740,2009-07-06,609,Text
3742,2012-02-07,908,Text
3747,2015-12-02,732,Text
3755,2014-12-25,312,Text
3756,2013-12-10,926,Text
3757,2007-05-06,358,Text
3760,2011-11-17,527,Text
3761,2015-10-08,250,Text
3762,2013-10-04,839,Text
3769,2014-04-12,990,Text
3773,2003-02-27,704,Text
3780,2008-01-31,832,Text
3787,2010-09-17,81,Text
3788,2013-01-17,482,Text
3790,2012-12-06,341,Text
3807,2012-03-01,205,Text
3811,2014-10-25,713,Text
3815,2015-10-05,515,Text
3826,2001-04-09,966,Text
3827,2015-06-08,221,Text
3828,2012-05-30,873,Text
3833,2015-09-26,306,Text
3834,2006-06-04,417,Text
3839,2015-10-22,247,Text
3842,2015-06-10,950,Text
3853,2015-03-17,621,Text
3861,2013-05-21,288,Text
3871,2011-12-10,905,Text
3875,2012-02-05,283,Text
3876,2015-04-19,765,Text
